Generation,Max Fitness,Avg Fitness,Avg Time Taken (s),Max Time Taken (s)
0,1010.0,265.5,11.080242156982422,11.080242156982422
1,1170.0,302.7,8.432018518447876,16.864037036895752
2,1040.0,316.6,7.44479505221049,22.33438515663147
3,1140.0,347.5,7.009327471256256,28.037309885025024
4,1900.0,378.2,6.734224557876587,33.671122789382935
5,1730.0,384.2,6.556896487871806,39.341378927230835
6,1860.0,434.0,6.455003568104336,45.18502497673035
7,1220.0,420.6,6.384321361780167,51.07457089424133
8,1140.0,403.0,6.292204989327325,56.62984490394592
9,1160.0,474.3,6.25138030052185,62.513803005218506
10,1440.0,479.8,6.219472451643511,68.41419696807861
11,1380.0,501.2,6.199791411558787,74.39749693870544
12,2050.0,568.2,6.192668071159949,80.50468492507935
13,1930.0,574.1,6.192262291908264,86.6916720867157
14,2020.0,615.2,6.192458931605021,92.88688397407532
15,1790.0,613.6,6.19590400159359,99.13446402549744
16,2180.0,639.7,6.194722946952371,105.31029009819031
17,1570.0,568.9,6.201724383566114,111.63103890419006
18,1980.0,673.2,6.205668850948936,117.90770816802979
19,2120.0,690.5,6.212677049636841,124.25354099273682
20,2110.0,724.6,6.219508239201137,130.60967302322388
21,1970.0,697.7,6.2172935442491015,136.78045797348022
22,3770.0,765.5,6.226705779200015,143.21423292160034
23,2290.0,767.2,6.2418226202329,149.8037428855896
24,2220.0,734.1,6.2488504409790036,156.2212610244751
25,2430.0,751.3,6.255108310626103,162.6328160762787
26,2120.0,682.0,6.252923585750438,168.82893681526184
27,2590.0,753.3,6.2565791096006125,175.18421506881714
28,2690.0,794.3,6.258719181192332,181.50285625457764
29,2000.0,720.9,6.26369666258494,187.91089987754822
30,2120.0,777.5,6.265926514902422,194.2437219619751
31,2060.0,766.0,6.264385536313057,200.46033716201782
32,2100.0,771.9,6.268179120439472,206.84991097450256
33,2140.0,720.5,6.2619622665293075,212.90671706199646
34,3390.0,770.1,6.264672517776489,219.26353812217712
35,2510.0,784.6,6.270978973971473,225.75524306297302
36,2110.0,739.2,6.270580626822807,232.01148319244385
37,2030.0,757.8,6.27535355091095,238.4634349346161
38,2290.0,835.1,6.2811099749345045,244.96328902244568
39,1910.0,730.2,6.282296526432037,251.2918610572815
40,1760.0,803.3,6.286088071218351,257.7296109199524
41,2200.0,791.7,6.285937831515358,264.009388923645
42,3470.0,986.9,6.297632605530495,270.7982020378113
43,2520.0,797.0,6.300100862979889,277.2044379711151
44,3730.0,830.9,6.300287262598673,283.5129268169403
45,5690.0,864.6,6.300925042318261,289.84255194664
46,2960.0,882.5,6.305138192278274,296.34149503707886
47,4190.0,972.3,6.31139921148618,302.94716215133667
48,2310.0,919.4,6.311759530281534,309.27621698379517
49,2560.0,936.5,6.3180893564224245,315.9044678211212
50,2350.0,929.1,6.31985029519773,322.31236505508423
51,2260.0,887.4,6.31905230650535,328.5907199382782
52,2830.0,1006.8,6.323452621136072,335.1429889202118
53,2440.0,908.7,6.322569224569532,341.41873812675476
54,3750.0,873.7,6.3237523252313785,347.80637788772583
55,2590.0,994.0,6.330818661621639,354.52584505081177
56,2800.0,969.9,6.330861066517077,360.8590807914734
57,4240.0,1063.2,6.3354752926990905,367.45756697654724
58,2780.0,965.3,6.33901955717701,374.0021538734436
59,2220.0,910.8,6.342053250471751,380.52319502830505
60,3800.0,981.9,6.343578459786587,386.9582860469818
61,3920.0,1015.2,6.348132921803382,393.5842411518097
62,2480.0,1005.2,6.350293064874316,400.0684630870819
63,2450.0,963.5,6.350664656609297,406.442538022995
64,3710.0,1065.8,6.356761063062228,413.1894690990448
65,3100.0,1029.4,6.360071850545479,419.7647421360016
66,4520.0,1132.2,6.363474671520404,426.35280299186707
67,3970.0,1144.6,6.367731869220734,433.0057671070099
68,2470.0,1191.9,6.372138085572616,439.6775279045105
69,3620.0,1145.5,6.377561957495553,446.4293370246887
70,3710.0,1125.6,6.382386832170083,453.1494650840759
71,2660.0,996.8,6.385032720035976,459.72235584259033
72,3860.0,1013.0,6.387019493808485,466.2524230480194
73,2640.0,1111.7,6.38938944726377,472.8148190975189
74,2700.0,1111.7,6.3910035864512125,479.32526898384094
75,2800.0,1160.7,6.394467723997016,485.9795470237732
76,4570.0,1376.4,6.397170401238776,492.58212089538574
77,3930.0,1297.7,6.401760758497776,499.33733916282654
78,4400.0,1261.5,6.402175139777268,505.7718360424042
79,3760.0,1265.0,6.407362550497055,512.5890040397644
80,3160.0,1367.8,6.413415911756916,519.4866888523102
81,2910.0,1287.1,6.417643840720014,526.2467949390411
82,4370.0,1459.6,6.420918734676866,532.9362549781799
83,4180.0,1380.1,6.424136204378946,539.6274411678314
84,4530.0,1297.6,6.426721825319178,546.2713551521301
85,3970.0,1287.5,6.427982358045356,552.8064827919006
86,4480.0,1250.1,6.4315529308099855,559.5451049804688
87,3730.0,1336.0,6.4344288164919075,566.2297358512878
88,3840.0,1382.4,6.4379700355315475,572.9793331623077
89,4520.0,1346.9,6.439660665724013,579.5694599151611
90,4060.0,1428.7,6.444150164887145,586.4176650047302
91,4140.0,1311.5,6.448496445365574,593.2616729736328
92,4010.0,1246.0,6.45071090421369,599.9161140918732
93,4910.0,1464.3,6.455550373868739,606.8217351436615
94,3810.0,1390.5,6.457595190248991,613.4715430736542
95,4240.0,1415.8,6.461744425197442,620.3274648189545
96,3920.0,1398.2,6.465417970087111,627.1455430984497
97,3780.0,1400.2,6.469448070136869,634.0059108734131
98,3850.0,1512.0,6.473985161444153,640.9245309829712
99,5330.0,1385.5,6.4772663903236385,647.7266390323639
